C-A10KJE-0;C-MMW-0;C-PCM2-0;F-PROD4;F-PROD1;F-PROD2;F-PROD3
A10KJE-202505;MMW-3;KJPC2-24;1856893,8;1802504,0;2333434,1;1796485,8
A10KJE-202505;MMW-3;KJPC2-25;1318128,5;1264222,9;1264222,9;1239228,1
A10KJE-202505;MMW-3;KJPC2-26;800659,1;710033,1;710033,1;784651,9
A10KJE-202505;MMW-3;KJPC2-27;968844,8;953276,8;953276,8;969861,5
A10KJE-202505;MMW-3;KJPC2-28;1843744,1;1855495,1;1855495,1;1855291,2
A10KJE-202505;MMW-3;KJPC2-29;1169923,9;1151409,2;1151409,2;1147576,0
A10KJE-202505;MMW-3;KJPC2-30;438876,6;399154,6;399154,6;412014,9
A10KJE-202505;MMW-3;KJPC2-31;210402,7;209854,4;209854,4;210118,7
A10KJE-202505;MMW-3;KJPC2-32;236767,8;451332,8;451332,8;456480,2
A10KJE-202505;MMW-3;KJPC2-33;676214,7;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-35;4370199,8;4383406,8;4383406,8;4383406,8
A10KJE-202505;MMW-3;KJPC2-36;58451,5;60496,5;60496,5;60496,5
A10KJE-202505;MMW-3;KJPC2-37;47282,8;46962,4;46962,4;46962,4
A10KJE-202505;MMW-3;KJPC2-38;502787,6;498540,9;498540,9;496403,7
A10KJE-202505;MMW-3;KJPC2-39;4942,5;4942,5;4942,5;4942,5
A10KJE-202505;MMW-3;KJPC2-41;1209050,5;1101691,1;1101691,1;1205932,7
A10KJE-202505;MMW-3;KJPC2-42;950086,1;932543,5;932543,5;949353,8
A10KJE-202505;MMW-3;KJPC2-43;1869835,1;325782,8;325782,8;332912,5
A10KJE-202505;MMW-3;KJPC2-44;558402,5;314464,8;314464,8;316208,0
A10KJE-202505;MMW-3;KJPC2-46;1157898,6;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-47;235667,2;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-49;27260,2;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-52;19903,5;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-53;9,1;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-55;353,3;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-56;16599,7;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-58;2210,8;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-61;10587,5;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-62;13534,6;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-63;7762,4;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-68;28698,6;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-70;71903,5;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-71;44404,8;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-72;78166,9;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-73;425,2;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-74;12979,5;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-77;40541,2;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-78;28117,0;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-81;12432,9;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-82;29493,0;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-85;83,0;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-93;1252,3;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-95;12985,5;0,0;0,0;0,0
A10KJE-202505;MMW-3;KJPC2-96;1767,0;0,0;0,0;0,0
A10KJE-202505;MMW-1;KJPC2-06;:;:;:;:
A10KJE-202505;MMW-1;KJPC2-07;:;:;:;:
A10KJE-202505;MMW-1;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202505;MMW-1;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202505;MMW-1;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202505;MMW-1;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202505;MMW-1;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202505;MMW-1;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202505;MMW-2;KJPC2-06;:;:;:;:
A10KJE-202505;MMW-2;KJPC2-07;:;:;:;:
A10KJE-202505;MMW-2;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202505;MMW-2;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202505;MMW-2;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202505;MMW-2;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202505;MMW-2;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202505;MMW-2;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-06;:;:;:;:
A10KJE-202506;MMW-3;KJPC2-07;:;:;:;:
A10KJE-202506;MMW-3;KJPC2-08;90510,2;92934,2;92934,2;93123,1
A10KJE-202506;MMW-3;KJPC2-09;9813,4;9813,4;9813,4;9813,4
A10KJE-202506;MMW-3;KJPC2-10;1667441,6;1661936,0;1661936,0;1661503,3
A10KJE-202506;MMW-3;KJPC2-11;928691,7;294356,8;294356,8;924581,2
A10KJE-202506;MMW-3;KJPC2-13;112238,3;95171,9;95309,6;102413,6
A10KJE-202506;MMW-3;KJPC2-14;29470,5;11785,8;11785,8;30165,0
A10KJE-202506;MMW-3;KJPC2-15;45793,1;18720,9;18720,9;46739,1
A10KJE-202506;MMW-3;KJPC2-16;781714,8;799294,5;799294,5;803870,6
A10KJE-202506;MMW-3;KJPC2-17;527936,1;553054,2;588242,9;552454,7
A10KJE-202506;MMW-3;KJPC2-18;121027,1;105112,2;105112,2;104853,1
A10KJE-202506;MMW-3;KJPC2-19;489007,4;575771,5;575771,5;575771,5
A10KJE-202506;MMW-3;KJPC2-20;757921,4;661370,6;690845,5;752153,4
A10KJE-202506;MMW-3;KJPC2-21;618937,7;673626,2;676798,5;611261,9
A10KJE-202506;MMW-3;KJPC2-22;608886,3;593786,8;593786,8;592221,4
A10KJE-202506;MMW-3;KJPC2-23;499773,0;497434,8;497434,8;496688,7
A10KJE-202506;MMW-3;KJPC2-24;1719122,7;1664493,4;2131053,9;1658649,7
A10KJE-202506;MMW-3;KJPC2-25;1338526,6;1316852,6;1316852,6;1285233,8
A10KJE-202506;MMW-3;KJPC2-26;891040,2;791516,9;791516,9;880967,1
A10KJE-202506;MMW-3;KJPC2-27;982451,3;963531,6;963531,6;981679,5
A10KJE-202506;MMW-3;KJPC2-28;1861030,3;1854113,8;1854113,8;1811882,9
A10KJE-202506;MMW-3;KJPC2-29;1179564,3;1183531,2;1183531,2;1179331,3
A10KJE-202506;MMW-3;KJPC2-30;406265,6;390650,4;390650,4;399307,4
A10KJE-202506;MMW-3;KJPC2-31;226667,1;225762,3;225762,3;225959,1
A10KJE-202506;MMW-3;KJPC2-32;220244,3;392450,7;392450,7;397458,9
A10KJE-202506;MMW-3;KJPC2-33;687591,2;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-35;3922610,8;3934027,5;3934027,5;3934027,5
A10KJE-202506;MMW-3;KJPC2-36;58785,9;60950,3;60950,3;60950,3
A10KJE-202506;MMW-3;KJPC2-37;66177,3;66177,3;66177,3;66177,3
A10KJE-202506;MMW-3;KJPC2-38;392616,1;387352,5;387352,5;384630,9
A10KJE-202506;MMW-3;KJPC2-39;5689,7;5689,7;5689,7;5689,7
A10KJE-202506;MMW-3;KJPC2-41;1188103,8;1102200,9;1102200,9;1188109,5
A10KJE-202506;MMW-3;KJPC2-42;923728,9;911312,2;911312,2;923986,1
A10KJE-202506;MMW-3;KJPC2-43;1946391,5;335806,2;335806,2;340925,1
A10KJE-202506;MMW-3;KJPC2-44;692865,3;503422,8;503422,8;503452,5
A10KJE-202506;MMW-3;KJPC2-46;1182145,6;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-47;248841,0;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-49;32381,8;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-52;18099,2;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-53;5,9;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-55;388,3;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-56;16550,3;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-58;1560,4;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-61;12634,8;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-62;14425,0;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-63;8282,2;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-68;31346,4;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-70;65124,5;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-71;12254,1;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-72;337630,5;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-73;1287,4;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-74;12049,2;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-77;96846,3;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-78;17196,0;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-81;9507,8;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-82;33631,6;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-85;246,0;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-93;1895,7;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-95;14786,3;0,0;0,0;0,0
A10KJE-202506;MMW-3;KJPC2-96;2130,4;0,0;0,0;0,0
A10KJE-202506;MMW-1;KJPC2-06;:;:;:;:
A10KJE-202506;MMW-1;KJPC2-07;:;:;:;:
A10KJE-202506;MMW-1;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202506;MMW-1;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202506;MMW-1;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202506;MMW-1;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202506;MMW-1;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202506;MMW-1;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202506;MMW-2;KJPC2-06;:;:;:;:
A10KJE-202506;MMW-2;KJPC2-07;:;:;:;:
A10KJE-202506;MMW-2;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202506;MMW-2;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202506;MMW-2;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202506;MMW-2;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202506;MMW-2;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202506;MMW-2;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-06;:;:;:;:
A10KJE-202507;MMW-3;KJPC2-07;:;:;:;:
A10KJE-202507;MMW-3;KJPC2-08;103031,7;104502,8;104502,8;104662,3
A10KJE-202507;MMW-3;KJPC2-09;10502,9;10502,9;10502,9;10502,9
A10KJE-202507;MMW-3;KJPC2-10;1787706,0;1781331,3;1781331,3;1787995,1
A10KJE-202507;MMW-3;KJPC2-11;952613,8;301265,2;301265,2;945524,3
A10KJE-202507;MMW-3;KJPC2-13;120744,9;98259,0;98373,3;106657,8
A10KJE-202507;MMW-3;KJPC2-14;35390,9;11979,7;11979,7;37048,9
A10KJE-202507;MMW-3;KJPC2-15;55637,2;20734,6;20734,6;52027,9
A10KJE-202507;MMW-3;KJPC2-16;878176,7;895566,7;895566,7;900316,4
A10KJE-202507;MMW-3;KJPC2-17;574780,1;596316,9;629722,3;595789,9
A10KJE-202507;MMW-3;KJPC2-18;122962,3;104091,7;104091,7;104207,5
A10KJE-202507;MMW-3;KJPC2-19;515698,3;619310,7;619310,7;619310,7
A10KJE-202507;MMW-3;KJPC2-20;719212,4;701053,7;733102,9;742739,1
A10KJE-202507;MMW-3;KJPC2-21;559137,1;612279,0;616147,2;555650,0
A10KJE-202507;MMW-3;KJPC2-22;623810,9;610161,0;610161,0;606971,1
A10KJE-202507;MMW-3;KJPC2-23;569277,8;582564,0;582564,0;582214,6
A10KJE-202507;MMW-3;KJPC2-24;1759800,0;1716812,7;2201107,9;1712080,8
A10KJE-202507;MMW-3;KJPC2-25;1364197,6;1312179,4;1312179,4;1278946,7
A10KJE-202507;MMW-3;KJPC2-26;858508,1;765234,5;765234,5;863569,3
A10KJE-202507;MMW-3;KJPC2-27;995139,5;973904,7;973904,7;994226,9
A10KJE-202507;MMW-3;KJPC2-28;2107341,3;2100764,5;2100764,5;2109712,0
A10KJE-202507;MMW-3;KJPC2-29;1234330,9;1281236,9;1281236,9;1274518,5
A10KJE-202507;MMW-3;KJPC2-30;405399,0;376854,8;376854,8;385981,6
A10KJE-202507;MMW-3;KJPC2-31;240454,0;239698,4;239698,4;240114,6
A10KJE-202507;MMW-3;KJPC2-32;245260,2;405798,7;405798,7;410507,7
A10KJE-202507;MMW-3;KJPC2-33;728474,4;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-35;4474910,5;4489287,8;4489287,8;4489287,8
A10KJE-202507;MMW-3;KJPC2-36;58433,8;60910,1;60910,1;60910,1
A10KJE-202507;MMW-3;KJPC2-37;132009,7;132009,7;132009,7;132009,7
A10KJE-202507;MMW-3;KJPC2-38;461527,3;450833,4;450833,4;449828,5
A10KJE-202507;MMW-3;KJPC2-39;6284,7;6284,7;6284,7;6284,7
A10KJE-202507;MMW-3;KJPC2-41;1298980,8;1203646,6;1203646,6;1298822,6
A10KJE-202507;MMW-3;KJPC2-42;1014053,2;1000545,4;1000545,4;1014078,4
A10KJE-202507;MMW-3;KJPC2-43;2189279,1;372741,3;372741,3;376161,2
A10KJE-202507;MMW-3;KJPC2-44;460669,3;314559,4;314559,4;312808,3
A10KJE-202507;MMW-3;KJPC2-46;1618141,1;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-47;247944,0;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-49;37179,4;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-52;19582,4;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-53;18,0;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-55;430,8;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-56;17575,7;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-58;2310,3;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-61;10381,7;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-62;14130,4;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-63;8435,5;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-68;25551,2;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-70;64059,5;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-71;18112,4;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-72;60188,8;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-73;463,9;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-74;15688,2;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-77;60372,0;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-78;21597,4;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-81;10103,8;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-82;33925,1;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-85;126,8;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-93;1415,6;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-95;14521,6;0,0;0,0;0,0
A10KJE-202507;MMW-3;KJPC2-96;1996,2;0,0;0,0;0,0
A10KJE-202507;MMW-1;KJPC2-06;:;:;:;:
A10KJE-202507;MMW-1;KJPC2-07;:;:;:;:
A10KJE-202507;MMW-1;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202507;MMW-1;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202507;MMW-1;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202507;MMW-1;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202507;MMW-1;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202507;MMW-1;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202507;MMW-2;KJPC2-06;:;:;:;:
A10KJE-202507;MMW-2;KJPC2-07;:;:;:;:
A10KJE-202507;MMW-2;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202507;MMW-2;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202507;MMW-2;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202507;MMW-2;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202507;MMW-2;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202507;MMW-2;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-06;:;:;:;:
A10KJE-202508;MMW-3;KJPC2-07;:;:;:;:
A10KJE-202508;MMW-3;KJPC2-08;76729,5;82738,5;82738,5;82920,2
A10KJE-202508;MMW-3;KJPC2-09;10582,7;10582,7;10582,7;10582,7
A10KJE-202508;MMW-3;KJPC2-10;1658056,1;1644277,1;1644277,1;1639640,4
A10KJE-202508;MMW-3;KJPC2-11;923111,6;268312,7;268312,7;919228,5
A10KJE-202508;MMW-3;KJPC2-13;67265,3;60544,2;60621,9;65571,7
A10KJE-202508;MMW-3;KJPC2-14;32259,9;6905,1;6905,1;32139,9
A10KJE-202508;MMW-3;KJPC2-15;38615,3;12555,1;12555,1;32050,1
A10KJE-202508;MMW-3;KJPC2-16;611389,1;662254,7;662254,7;665530,4
A10KJE-202508;MMW-3;KJPC2-17;483154,2;527807,0;560874,9;527491,3
A10KJE-202508;MMW-3;KJPC2-18;102190,5;90135,1;90135,1;89917,6
A10KJE-202508;MMW-3;KJPC2-19;456257,1;639500,3;639500,3;639500,3
A10KJE-202508;MMW-3;KJPC2-20;659564,6;636813,9;672932,1;705093,7
A10KJE-202508;MMW-3;KJPC2-21;376160,0;426468,8;428722,6;374245,8
A10KJE-202508;MMW-3;KJPC2-22;481818,8;476268,1;476268,1;474909,7
A10KJE-202508;MMW-3;KJPC2-23;462466,5;477589,3;477589,3;477291,6
A10KJE-202508;MMW-3;KJPC2-24;1389017,9;1348670,6;1812679,1;1344749,2
A10KJE-202508;MMW-3;KJPC2-25;1088797,4;1022750,1;1022750,1;997385,2
A10KJE-202508;MMW-3;KJPC2-26;794658,1;708538,0;708538,0;792933,5
A10KJE-202508;MMW-3;KJPC2-27;816776,5;801448,0;801448,0;817933,0
A10KJE-202508;MMW-3;KJPC2-28;1383809,8;1350892,7;1350892,7;1357166,7
A10KJE-202508;MMW-3;KJPC2-29;1021152,2;972673,7;972673,7;974997,4
A10KJE-202508;MMW-3;KJPC2-30;394656,7;378068,1;378068,1;385008,7
A10KJE-202508;MMW-3;KJPC2-31;186524,2;185947,9;185947,9;186346,1
A10KJE-202508;MMW-3;KJPC2-32;189831,3;203790,2;203790,2;209816,3
A10KJE-202508;MMW-3;KJPC2-33;631291,9;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-35;4389916,6;4402697,7;4402697,7;4402697,7
A10KJE-202508;MMW-3;KJPC2-36;59876,9;62222,1;62222,1;62222,1
A10KJE-202508;MMW-3;KJPC2-37;53951,3;54071,4;54071,4;54071,4
A10KJE-202508;MMW-3;KJPC2-38;505876,4;498251,3;498251,3;497740,1
A10KJE-202508;MMW-3;KJPC2-39;7618,8;7618,8;7618,8;7618,8
A10KJE-202508;MMW-3;KJPC2-41;1107812,7;1034005,1;1034005,1;1107791,6
A10KJE-202508;MMW-3;KJPC2-42;919805,1;909156,4;909156,4;919804,8
A10KJE-202508;MMW-3;KJPC2-43;1800368,9;317767,5;317767,5;321194,8
A10KJE-202508;MMW-3;KJPC2-44;409210,9;242734,4;242734,4;241568,8
A10KJE-202508;MMW-3;KJPC2-46;1041810,6;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-47;210066,6;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-49;28927,6;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-52;17505,1;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-53;6,3;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-55;494,5;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-56;17998,8;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-58;2670,5;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-61;10338,6;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-62;12858,8;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-63;5751,6;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-68;27623,8;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-70;36086,8;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-71;9539,4;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-72;49227,7;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-73;496,8;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-74;12876,0;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-77;42164,0;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-78;24415,7;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-81;15537,5;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-82;31627,8;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-85;398,4;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-93;1721,1;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-95;8222,3;0,0;0,0;0,0
A10KJE-202508;MMW-3;KJPC2-96;1562,5;0,0;0,0;0,0
A10KJE-202508;MMW-1;KJPC2-06;:;:;:;:
A10KJE-202508;MMW-1;KJPC2-07;:;:;:;:
A10KJE-202508;MMW-1;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202508;MMW-1;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202508;MMW-1;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202508;MMW-1;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202508;MMW-1;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202508;MMW-1;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202508;MMW-2;KJPC2-06;:;:;:;:
A10KJE-202508;MMW-2;KJPC2-07;:;:;:;:
A10KJE-202508;MMW-2;KJPC2-59;:;0,0;0,0;0,0
A10KJE-202508;MMW-2;KJPC2-64;:;0,0;0,0;0,0
A10KJE-202508;MMW-2;KJPC2-69;:;0,0;0,0;0,0
A10KJE-202508;MMW-2;KJPC2-75;:;0,0;0,0;0,0
A10KJE-202508;MMW-2;KJPC2-79;:;0,0;0,0;0,0
A10KJE-202508;MMW-2;KJPC2-86;:;0,0;0,0;0,0
A10KJE-202509;MMW-3;KJPC2-06;:;:;:;:
A10KJE-202509;MMW-3;KJPC2-07;:;:;:;:
A10KJE-202509;MMW-3;KJPC2-08;88236,3;90314,3;90314,3;90501,9
A10KJE-202509;MMW-3;KJPC2-09;10982,6;10982,6;10982,6;10982,6
A10KJE-202509;MMW-3;KJPC2-10;1791485,6;1825461,9;1825461,9;1825548,1
A10KJE-202509;MMW-3;KJPC2-11;934914,2;273087,9;273087,9;930458,4
A10KJE-202509;MMW-3;KJPC2-13;118464,5;105080,9;105222,2;113895,8
A10KJE-202509;MMW-3;KJPC2-14;46986,1;11966,5;11966,5;42701,2
A10KJE-202509;MMW-3;KJPC2-15;49751,5;18671,3;18671,3;44409,3
A10KJE-202509;MMW-3;KJPC2-16;882946,3;887019,3;887019,3;891496,7
A10KJE-202509;MMW-3;KJPC2-17;539447,3;534335,3;558138,9;533819,9
A10KJE-202509;MMW-3;KJPC2-18;149927,5;133039,4;133039,4;133513,2
A10KJE-202509;MMW-3;KJPC2-19;460853,4;496252,3;496252,3;496252,3
A10KJE-202509;MMW-3;KJPC2-20;718251,7;651611,8;680678,5;729189,2
A10KJE-202509;MMW-3;KJPC2-21;569044,6;621541,1;626710,1;565735,1
A10KJE-202509;MMW-3;KJPC2-22;650356,5;635671,4;635671,4;634220,8
A10KJE-202509;MMW-3;KJPC2-23;554019,6;549886,1;549886,1;549310,0
A10KJE-202509;MMW-3;KJPC2-24;1785063,7;1744183,4;2245040,7;1737836,8
A10KJE-202509;MMW-3;KJPC2-25;1390730,4;1317071,2;1317071,2;1281132,2
A10KJE-202509;MMW-3;KJPC2-26;987084,9;887577,7;887577,7;988799,8
A10KJE-202509;MMW-3;KJPC2-27;1110026,0;1079513,9;1079513,9;1102357,1
A10KJE-202509;MMW-3;KJPC2-28;1995495,0;2007702,3;2007702,3;1978667,0
A10KJE-202509;MMW-3;KJPC2-29;1457402,1;1477247,9;1477247,9;1468362,2
A10KJE-202509;MMW-3;KJPC2-30;464938,6;446117,7;446117,7;455557,9
A10KJE-202509;MMW-3;KJPC2-31;242307,4;241537,1;241537,1;242074,0
A10KJE-202509;MMW-3;KJPC2-32;311777,9;316882,2;316882,2;334292,7
A10KJE-202509;MMW-3;KJPC2-33;819687,1;0,0;0,0;0,0
A10KJE-202509;MMW-3;KJPC2-35;4317429,1;4330668,8;4330668,8;4330668,8
A10KJE-202509;MMW-3;KJPC2-36;56780,6;58342,1;58342,1;58342,1
A10KJE-202509;MMW-3;KJPC2-37;62061,4;62198,5;62198,5;62198,5
